id,name,type,rarity,flags_joined,has_show_in_wardrobe,has_override_rarity,details_type,damage_type,weight_class,restrictions_count,icon
4148,Citrine Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/12EF200677C226E1ACC3C627BC19315C2FCA04A1/631763.png
4149,Cobalt Antique Herald,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/E0272992FEA7CFC448AF164EC2423AFAF23CDD38/632180.png
4150,Calcite Antique Herald,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/7FA419E5626101B7390BD66C554C6D1994D06B3B/632287.png
4151,Crimson Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/3D7A68807006A225D124A4315DDAFB10AA07CE0F/631634.png
4152,Terracotta Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/FCB40B396E6605C5DBB79345BF7EDFBAF8714402/632015.png
4153,Violet Antique Herald,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/130BD3A5F923FEF5131BF2B544CCA3D42369CF5A/632402.png
4154,Cobalt Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/42399C99CC449C035771F409E49D2B79A9397305/632144.png
4155,Calcite Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/9AF653F43AA8C3423CB23C5673BB20992933FAD5/632254.png
4156,Iron Polearm,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/DCAD6461D629BBB5417CD8B6170E7CE27EB4DEF8/65195.png
4157,Violet Antique Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/051EBCEBE5A6D00B19DCC167ACE26399CEB79644/632365.png
4158,Viridian Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/BF791251B24AD60BDF1809597CBED004B0C0B344/631838.png
4159,Citrine Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/9015D420F3F8D849E7030B0F401C775B1F58B4B7/631721.png
4160,Crimson Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/C427A73B00AB091FE8049AC2FD7EDEB4AF9A093F/631584.png
4161,Terracotta Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/3623A0FC9F062FFF6B9F0C4BB00D3745037306B6/631961.png
4162,Cobalt Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/4C1F4090167E56347CE993BE2A2759C2A495EB07/632102.png
4163,Calcite Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/4102A9BC0630DD4B42ADA8E95E5A5FC3A4B2B6D9/632216.png
4164,Violet Antique Impaler,Weapon,Basic,ShowInWardrobe,True,False,Spear,Physical,,0,https://render.guildwars2.com/file/3E0C2B4067E476034C2D5E6EFF4DC3A6450464EF/632323.png
4165,Viridian Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/F1C5FB735A4265C2E8F602FC0A95AC0D7A4BCD80/631820.png
4166,Viridian Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/C574FB106404E2F701F927E7607E095F0B7A93B6/631856.png
4167,Citrine Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/1292C196C6C4762DB40613790FD3DF96B79C0DAE/631739.png
4168,Citrine Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/AF7844D4EF68A592FBA04BF4C409FA745C3F4BC5/631703.png
4169,Crimson Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/51217142E12EB2FE19B1DB1CAE4F1D275CC9EA03/631608.png
4170,Crimson Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/3F2F9F46E00592FE966F0E976445A87536743513/631554.png
4171,Terracotta Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/30CE6EC06B1F9C1F084E61101EFE0170504D0824/631983.png
4172,Terracotta Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/C5EA5646B27DCF05B8909397E6BB1B47F273FFE0/631937.png
4173,Viridian Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/1CE674BA480BDC5BBF0749030E9B1E410BCE12C6/631808.png
4174,Cobalt Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/63270A35AE463A71A90201689041C36B2B396BB6/632120.png
4175,Citrine Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/0B0BC3335AC63E98D0080BD733D747BC1351F508/631691.png
4176,Viridian Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/B8640BAE300B49647F1F0C3860E7F20FB43A51F1/631850.png
4177,Cobalt Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/5A5CED90B84E08191BEF232D945AD9B398410373/632084.png
4178,Citrine Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/2B4AA1F1E3ACD1377A22110071A02113EABE0773/631733.png
4179,Crimson Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/AE4909124900E1A3006CEA394670603D5B0C15EE/631536.png
4180,Calcite Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/AEA6BF97AA7C9200F5E4B50063C357C5290B1507/632198.png
4181,Calcite Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/33F89C1701090008BCF01F2798FADC3060796D0A/632234.png
4182,Violet Antique Artifact,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/C7D7EF6A6922774F4D5C0B5C3C04BD9990B40F64/632305.png
4183,Crimson Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/6EA5EEBFDC1278F3F997A248362A6F9698CA09FD/631600.png
4184,Terracotta Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/A619984ED5E67B5FC9C2310776AF071B1A4C3CB8/631923.png
4185,Violet Antique Revolver,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/F7C010C03692EE925068A0EABD70600D975E97AD/632341.png
4186,Cobalt Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/2BB4E7CFF01EF2382CACF6E06617F0A948DADF5E/632072.png
4187,Terracotta Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/65341E0E04C7184A08E5B5727F186BBE610A7407/631975.png
4188,Cobalt Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/4953D7632BA1BB0B1160B4E7B79AC3526434535C/632114.png
4189,Calcite Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/08357D68B43146C5B309EC9A327DBEF35F0FE57A/632186.png
4190,Calcite Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/0FA30AC0DF69C20352464B412DAC1C06435CC867/632228.png
4191,Violet Antique Reaver,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/C757E23AE505CFC0B8FCAD1C36B0D99BF3776591/632291.png
4192,Viridian Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/EFA732A52693F00C4F0EB8FDEE01D93E02BEFD3B/631844.png
4193,Violet Antique Flanged Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/0E01F92B7A10E3146D7D5072D9080D01550C0F78/632335.png
4194,Viridian Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/27B2EC259158279200A1A3E70CDBBB1949CB6528/631868.png
4195,Citrine Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/30A7CFBA16C2AF6D36040AE89160CA250CE2D5D8/631727.png
4196,Citrine Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/02DF0A6A293D0A3F0440FD25037DDC2EBCEC73C8/631751.png
4197,Viridian Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/432E9122D5FF51581C05E4F73B1DD56C4DAD1216/631874.png
4198,Crimson Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/773EB91B749EB947CBB277D3219090CC1BDCCAC4/631592.png
4199,Viridian Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/722CD10F29D50556BBEDA013141B21DC56D89FED/631862.png
4200,Citrine Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/B32200B5521B5567C22DE6C6F654E5C7FCA1D190/631745.png
4201,Crimson Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/3832066C1A5B45F1C40930C703573C65CB53D73B/631624.png
4202,Terracotta Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/E80A036DDBDE45EA0874AC76FC1BBAA3F939F04A/631969.png
4203,Citrine Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/AF19343416193B45C64506A167060BD2F96E31FC/631757.png
4204,Crimson Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/59060CD4B67508090C0F5F436499F07B71080E1B/631632.png
4205,Crimson Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/9D0F6CE0C16A43FD0E66C55E3E27CCDF260779ED/631616.png
4206,Terracotta Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/4A3CA8C270DBFBABDC97A9DF2F4AE6450A089B3E/631999.png
4207,Cobalt Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/687CA7C25BF6160434E69A5120283A2214BFAC16/632108.png
4208,Terracotta Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/0E06F2FA795A0FD3CEF3D9AFEA52B366FCA76071/632007.png
4209,Calcite Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/A3BF62E595D692E613C904DD345E653C06265EE5/632222.png
4210,Terracotta Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/DE10B833D0FB079A2408A13BE04E6A2EE4A801AF/631991.png
4211,Cobalt Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/2FE10EB86DB72FB9D522964FB3BB6073A71C3DA8/632132.png
4212,Violet Antique Greatbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/62F520F89F42B82B2606BE31450D2022507F8077/632329.png
4213,Cobalt Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/FF09D80C4D425E200C11A836B8D1604D0CD10391/632126.png
4214,Cobalt Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/04C8D40B5EBF125DB7C009B9F7592DA3FDDF0EF1/632138.png
4215,Calcite Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/7C479668765F5DB60924FC474C72DD2DB1A7562E/632242.png
4216,Calcite Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/7C38933F59A258573408BB6CE8B5062BDEC43C75/632248.png
4217,Calcite Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/95D92770CE0AD06F0536717DFE3A08F19BCFCFB0/632238.png
4218,Violet Antique Wand,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/76B41872F7B0DA64542FC6AB5C25C7A898EA9837/632353.png
4219,Violet Antique Bastion,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/276CA1110C02EE552019014808D89CE74D15C154/632359.png
4220,Violet Antique Musket,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/EEEEA9B831DF5E50D17C0A5D07084F75CDD8CDDD/632347.png
4221,Viridian Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/AC957EB52ECD0DC50C3904DA06EB194B9647F2FE/631826.png
4222,Citrine Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/C0F8D1770E9DAA0D5EFB2B0DCF23CBEFD5EA2E0F/631709.png
4223,Crimson Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/B1A52DB3FCD8A6C744144FD4770BCBE8F95A4CBA/631562.png
4224,Terracotta Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/D5671E9B115F3515E6BAB0D7144B25E41FED1C30/631945.png
4225,Cobalt Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/9B1BFF42934FA72929BAC395E2A7AA72C0300E2F/632090.png
4226,Calcite Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/0B953AC7C922D32B9A4E7336ABF230E419F14FD0/632204.png
4227,Violet Antique Claymore,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/33A36BE506586D709D2FF5C7581B65D9B26EF961/632311.png
4228,Adamant Guard Bow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/3B57623146C91C29DDADEE2207F4DDAE6E0E0DA7/575199.png
4229,Viridian Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/32BFCF7BE4383620D6A372022CEE15FCE2550105/631832.png
4230,Citrine Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/FE1564AE3A01382B1B2CFB40D73EFB250EBAD502/631715.png
4231,Crimson Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/A3455EC1C59AC001E12C65740DE32DA12645EFA5/631576.png
4232,Terracotta Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/396D663DF0730E9579AF5D3AD9B499EE06E462D8/631953.png
4233,Cobalt Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/7C1133B4CA0E90424EDB20012A6D0EA7F093F2D6/632096.png
4234,Calcite Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/AB04075C7C96EA1C1340043FA7FD6C1A1EDF745F/632210.png
4235,Violet Antique Warhammer,Weapon,Basic,ShowInWardrobe,True,False,Hammer,Physical,,0,https://render.guildwars2.com/file/A21C2A3AA930CD6F245AC248C0A5F5362833626C/632317.png
4236,Viridian Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/02709A0F455AE8C8F8CCFC6FDAA30E0C28E43BEA/631814.png
4237,Citrine Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/154B912AA22602042F06A324BA6D3C9A6FEB05E9/631697.png
4238,Crimson Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/2F94A543C87EAEE701BE28B26564C7B3D19C0977/631546.png
4239,Viridian Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/5861FBE81FC36A086AC91F0F4809AD2BEAF75339/631892.png
4240,Terracotta Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/65E611CD7B50615D4B19F7BA2B141E1FF853B1B9/631931.png
4241,Citrine Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/225E67192A80FAE53E349E370A0B484EBCD2D362/631777.png
4242,Cobalt Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/98D3179BFE55F225972004CF5801946317FA0FF7/632078.png
4243,Calcite Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/93EEC907DF91C0915F48D95F35749934FB9025EB/632192.png
4244,Crimson Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/F86C3CD9FA20D20EE920590517993211C6F9B99C/631650.png
4245,Terracotta Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/411802D89C5102280A74E6D16AE03AD5DCC83EC6/632031.png
4246,Violet Antique Razor,Weapon,Basic,ShowInWardrobe,True,False,Dagger,Physical,,0,https://render.guildwars2.com/file/B9DA373EF1202777B2D9102134BF65AEEE294BD2/632299.png
4247,Cobalt Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/64A03A65AC6859D8C14BEF0C020C57051D507010/632156.png
4248,Calcite Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/4B4DC34295B71AAEC6F55134BA05510AAA0901C9/632264.png
4249,Violet Antique Spire,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/400DB5354831059EDE4B0798165E16CBA45B7318/632377.png
4250,Viridian Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/A2E91301E72812391BDFB6FB9507661CA2CBF975/631898.png
4251,Citrine Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/C563BC070F1E05B8B901EA03DD591A725330FDAA/631783.png
4252,Crimson Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/3C4AA1BD79DAB49201C81D934AC7567B286E711B/631658.png
4253,Terracotta Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/5668B50E2326D8EA08E5D5A946075D7061DC92D8/632039.png
4254,Cobalt Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/43DB072F1ED70139375F9F4F250B299121AAA207/632162.png
4255,Calcite Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/947B56CA047800BADA9994AF5800CFA0E726AD74/632270.png
4256,Violet Antique Blade,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/1A07F221AB290414DB3533D96B80635AD5CE0F98/632383.png
4257,Warden Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/5DC69B5F6DEF7573219E02F751EAE7FC2FF4C163/67882.png
4258,Warden Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/482C9CCF0F2504DF99ED52B29219F1B1B42251FE/67877.png
4259,Warden Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/23D0243E06F02BBEE69CDDC6F0A797DC1A41E3A8/67863.png
4260,Warden Axe,Weapon,Basic,ShowInWardrobe,True,False,Axe,Physical,,0,https://render.guildwars2.com/file/64FFDE7251F4CD41FA1AB2CF76192818FEADE456/67845.png
4261,Warden Longbow,Weapon,Basic,ShowInWardrobe,True,False,Longbow,Physical,,0,https://render.guildwars2.com/file/E1BEF129E235561B45E562C04F09DC42060F05DE/67846.png
4262,Warden Shield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/7DC65ECAF6D5B21EE10CE2137A7151AC71E300A4/67878.png
4263,Peacemaker's Trident,Weapon,Basic,ShowInWardrobe,True,False,Trident,Physical,,0,https://render.guildwars2.com/file/CAF2111D23CBCA17E679341E3E5BBB664517940A/779995.png
4264,Warden Sword,Weapon,Basic,ShowInWardrobe,True,False,Sword,Physical,,0,https://render.guildwars2.com/file/024161E4B9C7523602B4059C4B66D1FC1206F268/67880.png
4265,Adamant Guard Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/CF5C65C23855ACF923A896090E6A510A5C93BB31/575190.png
4266,Peacemaker's Focus,Weapon,Basic,ShowInWardrobe,True,False,Focus,Physical,,0,https://render.guildwars2.com/file/24D141ACB1F13B67AB6F464758F32A626C5B127B/780000.png
4267,Peacemaker's Scepter,Weapon,Basic,ShowInWardrobe,True,False,Scepter,Physical,,0,https://render.guildwars2.com/file/ADB17A4E17254F7EF8EC91CF7FFF750829BD2C05/779996.png
4268,Peacemaker's Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/AF032D3E1FD0D5AA48A6171644A2BB69AD3499DE/779999.png
4269,Warden Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/2F56E90B0CD15925D778A8D177177AC11750DC23/67879.png
4270,Warden Pistol,Weapon,Basic,ShowInWardrobe,True,False,Pistol,Physical,,0,https://render.guildwars2.com/file/7EB6AD5D72EA00F6C5A008DEA79672710AAC6623/67864.png
4271,Seraph Greatsword,Weapon,Basic,ShowInWardrobe,True,False,Greatsword,Physical,,0,https://render.guildwars2.com/file/AC19CB2C0D13D72F057452CB776BB66F21ACFBAB/65149.png
4272,Wolfborn Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/730FBAA41B68653F5DA449F528909908B37168BD/68003.png
4273,Peacemaker's Rifle,Weapon,Basic,ShowInWardrobe,True,False,Rifle,Physical,,0,https://render.guildwars2.com/file/3ABD0BB944BCC0AFCFA250F4CF0A721873641D06/779998.png
4274,Seraph Mace,Weapon,Basic,ShowInWardrobe,True,False,Mace,Physical,,0,https://render.guildwars2.com/file/54A7480ECB2CA53D3BE15EC0F89AAAA96B4C1519/65227.png
4275,Wolfborn Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/E9D7E82442195CE423B11F627A0278CB172F2812/68009.png
4276,Wolfborn Short Bow,Weapon,Basic,ShowInWardrobe,True,False,Shortbow,Physical,,0,https://render.guildwars2.com/file/1FB30B0707F99DDD42410E2E5BCBA20C6E09C0B6/69077.png
4277,Warden Trident,Weapon,Basic,ShowInWardrobe,True,False,Trident,Physical,,0,https://render.guildwars2.com/file/5875E8D7F15133F7476801B5D76EC6A5F51256B3/66745.png
4278,Peacemaker's Shield,Weapon,Basic,ShowInWardrobe,True,False,Shield,Physical,,0,https://render.guildwars2.com/file/E801FEA598F3F00A7FCCC360B8B9CC1AA4226328/780040.png
4279,Peacemaker's Staff,Weapon,Basic,ShowInWardrobe,True,False,Staff,Physical,,0,https://render.guildwars2.com/file/DDA894E9A77AF6A697FEA9E3360556E6076EFD35/779994.png
4280,Adamant Guard Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/27D422A41CDAAF2CC2D26B970891BF20B3153FE8/575206.png
4281,Adamant Guard Cannon,Weapon,Basic,ShowInWardrobe,True,False,Speargun,Physical,,0,https://render.guildwars2.com/file/CD990D451A57F991F5F7D57E7D449A067597A648/575201.png
4282,Adamant Guard Trident,Weapon,Basic,ShowInWardrobe,True,False,Trident,Physical,,0,https://render.guildwars2.com/file/313769FF990118AB92CD7EB4D50E1104B3D6D7E0/575191.png
4283,Wolfborn Speargun,Weapon,Basic,ShowInWardrobe,True,False,Speargun,Physical,,0,https://render.guildwars2.com/file/65DB6F7C9CBC7651C23B3272ED9DF540B306BDF9/67972.png
4284,Seraph Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/27349A94EC7C299AC9CF173D23BDF45E39150B6E/65467.png
4285,Seraph Speargun,Weapon,Basic,ShowInWardrobe,True,False,Speargun,Physical,,0,https://render.guildwars2.com/file/0BF5D14AD965E18019A078EAB6BAED6064B24856/65320.png
4286,Wolfborn Trident,Weapon,Basic,ShowInWardrobe,True,False,Trident,Physical,,0,https://render.guildwars2.com/file/DB63F753A91557BBAFF30C0E806F40A440C89413/67991.png
4287,Peacemaker's Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/24C2FE7C91E55598191D101863E471C90A970990/780619.png
4288,Peacemaker's Speargun,Weapon,Basic,ShowInWardrobe,True,False,Speargun,Physical,,0,https://render.guildwars2.com/file/3ABD0BB944BCC0AFCFA250F4CF0A721873641D06/779998.png
4289,Adamant Guard Warhorn,Weapon,Basic,ShowInWardrobe,True,False,Warhorn,Physical,,0,https://render.guildwars2.com/file/BAA710099B13357CA7B644E89118A234D9CA3355/575207.png
4290,Warden Torch,Weapon,Basic,ShowInWardrobe,True,False,Torch,Physical,,0,https://render.guildwars2.com/file/D3D2F9050AE5990655146412722B9E70FC1E7DBC/67881.png
4291,Seraph Trident,Weapon,Basic,ShowInWardrobe,True,False,Trident,Physical,,0,https://render.guildwars2.com/file/FCD5DC98072140526557A6A6CAAC076407F7AEE5/65421.png
